Bidang_IT;Posisi_Pekerjaan;Nama_Perusahaan;Lokasi;Gaji;Syarat_Deskripsi_Pekerjaan;Link_Detail;Skill_Python;Skill_SQL;Skill_Javascript;Skill_PHP;Skill_Java_Kotlin;Skill_Excel;Skill_Cloud_AWS_GCP;Skill_Docker_K8s;Skill_Git;Skill_English;Skill_Agile_Scrum;Skill_Networking_Security;Gaji_Clean
Web & Mobile Developer;Sales Engineer;PT Weiss Tech;Sidoarjo;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/92852178?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Web & Mobile Developer;Senior DevOps Engineer;PT. Metrodata Electronics, Tbk;Jakarta;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/92944714?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Web & Mobile Developer;DevOps Manager;MrScraper;Bandung;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/92908769?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Web & Mobile Developer;Project Engineer;PT Industrial Robotic Automation;Surabaya;IDR Disembunyikan;Kesempatan bekerja di project yang challenging pada bidang robotik dan otomasi | Berkesempatan menjadi bagian pada overseas project | Upgrading skill melalui project-project inovatif;https://id.jobstreet.com/job/92867780?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Web & Mobile Developer;Engineer On Site - Denpasar;PT Aplikanusa Lintasarta;Denpasar;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/92662824?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Web & Mobile Developer;Speaker Engineer;PT Toa Galva Industries;Jakarta;Rp 7.000.000 – Rp 9.500.000 per month;Lihat detail pada link.;https://id.jobstreet.com/job/93022881?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;8250000.0
Web & Mobile Developer;Data Center IT Engineer;TITANICOM TECH LIMITED;Jakarta;IDR Disembunyikan;Multinational Company (Career Growth) | Miscellaneous Allowances | Young and Positive Working Environment;https://id.jobstreet.com/job/92803455?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Web & Mobile Developer;Service Engineer – Commisioning Division;PT Thermax International Indonesia;South Jakarta;IDR Disembunyikan;We provide private health insurance upon permanent employment. | Enjoy flexible working hours within a structured and professional environment. | Build your career with a well-established company offering strategic projects.;https://id.jobstreet.com/job/92725739?type=standard&ref=search-standalone&origin=cardTitle;0;0;1;0;0;0;0;0;0;0;0;0;
Web & Mobile Developer;Project Support Non Process Infrastructure Manager;Perusahaan Rahasia;Tangerang;IDR Disembunyikan;Comprehensive Private Health Insurance | Yearly Bonus Based on Individual & Company Performance | Competitive Salary Packages;https://id.jobstreet.com/job/92947402?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Web & Mobile Developer;STAFF ENGINEERING INJECTION;PT. HAB DONG INDO;Bekasi;IDR Disembunyikan;staff engineering;https://id.jobstreet.com/job/92975734?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Web & Mobile Developer;Application & Technical Support​  Coordinator​;PT.Indoporlen (Calderys Indonesia);West Java;IDR Disembunyikan;Career development opportunities | Work Life Balance | Private Health Insurance;https://id.jobstreet.com/job/92606577?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Web & Mobile Developer;Process Engineer;PT. Saraka Mandiri Semesta;Bogor Regency;IDR Disembunyikan;Gaji kompetitif dan bonus kinerja | Peluang pengembangan karier yang jelas | Lingkungan kerja yang positif;https://id.jobstreet.com/job/92834629?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Web & Mobile Developer;Superintendent Mine Planning Engineer – Nickel (Business Development);PT BARA INDAH SINERGI;Penjaringan;Rp 20.000.000 – Rp 28.000.000 per month;Lead LOM, pit optimization, and strategic mine planning for nickel projects | Drive IUP reviews and early-stage mining project evaluations | Exposure to business development and project evaluation;https://id.jobstreet.com/job/92834110?type=standard&ref=search-standalone&origin=cardTitle;0;0;1;0;0;0;0;0;0;0;0;0;24000000.0
Web & Mobile Developer;POWERBI ENGINEER;PT Delta Marine Consultants;Bekasi;Rp 10.000.000 – Rp 15.000.000 per month;Meet with stakeholders to brainstorm and identify key performance indicators | A bachelor degree in engineering, IT or other relevant fields | Experience with reporting, monitoring and backlog of errors;https://id.jobstreet.com/job/92914716?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;12500000.0
Web & Mobile Developer;Product Specialist (IT Infrastructure & Cloud);PT Intikom Berlian Mustika;Mampang Prapatan;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/92913793?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Web & Mobile Developer;Software Engineer, Mobile (iOS);PT Solusi Transportasi Indonesia;Jakarta;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/92393001?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Web & Mobile Developer;Lead Programmer;PT Aplikanusa Lintasarta;Jakarta;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/92809123?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Web & Mobile Developer;Toolshop Engineer;PT WIK Far East Batam;Batam Kota;IDR Disembunyikan;Individual development plan | Canteen | Performance based bonus;https://id.jobstreet.com/job/92906627?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Web & Mobile Developer;Civil Engineer - Japan - WFO (ID: 670323);PT PERSOL RECRUITMENT INDONESIA;Jakarta;IDR Disembunyikan;International Experience | Long-term Career Prospect | Language school provided;https://id.jobstreet.com/job/92649808?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Web & Mobile Developer;Kafka Engineer;PT Aplikanusa Lintasarta;Jakarta;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/92809253?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Web & Mobile Developer;Maintenance & Engineering Asisten Manager;PT. KARYABHAKTI MANUNGGAL;Purbalingga;Rp 6.500.000 – Rp 8.500.000 per month;Gaji Kompetitif, Bonus Tahunan, THR, Pengembangan Karir | Jaminan Kesehatan, Jaminan Ketenagakerjaan, Jaminan Pensiun | Akomodasi Dinas;https://id.jobstreet.com/job/93117246?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;7500000.0
Web & Mobile Developer;Production Support Engineer;PT Ako Media Asia;Jakarta;Rp 5.700.000 – Rp 6.500.000 per month;Lihat detail pada link.;https://id.jobstreet.com/job/92802237?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;6100000.0
Web & Mobile Developer;PPIC MANAGER;Perusahaan Rahasia;Sidoarjo;IDR Disembunyikan;Kompensasi Kompetitif | Supportif Tim | Peluang Karir Jelas;https://id.jobstreet.com/job/92730987?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Web & Mobile Developer;Drafter Residential;HnD;Tangerang;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/93101164?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Web & Mobile Developer;SENIOR CIVIL ENGINEER;PT Mitra Karya Sarana;Batam;Rp 8.500.000 – Rp 12.000.000 per month;Lihat detail pada link.;https://id.jobstreet.com/job/92985081?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;10250000.0
Web & Mobile Developer;IT Solution Architect;PT Kamoro Maxima Integra;South Jakarta;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/92834514?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Web & Mobile Developer;Technical Engineer;PT UNIPOWER TECHNOLOGY INDONESIA;Cikupa;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/92728163?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Web & Mobile Developer;Sr. Specialist IT Governance & Quality Management;PT Amman Mineral Nusa Tenggara;South Jakarta;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/92827515?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Web & Mobile Developer;Technical Product Staff  (Engineering);PT Valvindo Megah;Bekasi;IDR Disembunyikan;You will be coached by senior mentor | Positive organization culture | Chance to boost self development, soft and hard skills;https://id.jobstreet.com/job/92830477?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Web & Mobile Developer;SPV QC SHIPYARD;PT Sumber Samudra Makmur;Batam;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/93073596?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Web & Mobile Developer;QA ENGINEER;ENNOVI INTEGRATED ENGINEERING SERVICES BATAM;Batam;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/92833036?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Web & Mobile Developer;Fullstack Developer (Javaspringboot & VueJS);PT Karisma Zona Kreatifku;West Jakarta;Rp 10.000.000 – Rp 15.000.000 per month;Lihat detail pada link.;https://id.jobstreet.com/job/92729994?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;12500000.0
Web & Mobile Developer;Solution Architect;PT Aplikanusa Lintasarta;Jakarta;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/92808958?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Web & Mobile Developer;Frontend Engineer;PT Nextalent Talenta Nusantara;Surabaya;Rp 9.000.000 – Rp 13.000.000 per month;Lihat detail pada link.;https://id.jobstreet.com/job/93078861?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;11000000.0
Web & Mobile Developer;Corp. Head of IT Development - Conglomerate;PT Michael Page Internasional Indonesia;Jakarta;IDR Disembunyikan;Fast paced working environment | Exciting job with great scope for growth;https://id.jobstreet.com/job/93115339?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;1;0;0;0;0;0;0;0;0;
Web & Mobile Developer;Project Drafter - Tech Division;PT Datumstruct Indonesia;South Jakarta;Rp 8.000.000 – Rp 12.000.000 per month;Lihat detail pada link.;https://id.jobstreet.com/job/93023666?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;10000000.0
Web & Mobile Developer;Java Developer;PT. Metrodata Electronics, Tbk;Kalideres;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/92184483?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Web & Mobile Developer;.Net Core Developer;PT Fungsitama Cipta Teknologi;Jakarta;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/93060831?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Web & Mobile Developer;Automation Engineer / PLC Engineer;PT TAIWAN ENDURANCE AUTOMATION;Tangerang Regency;Rp 6.000.000 – Rp 7.000.000 per month;Lihat detail pada link.;https://id.jobstreet.com/job/92621347?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;6500000.0
Web & Mobile Developer;Project Engineer- Tooling/Molding Manufacturing;PT. Selaras Citra Nusantara Perkasa Tbk.;Bogor;IDR Disembunyikan;PPH21 dibayarkan oleh perusahaan | didaftarkan BPJS ketenagakerjaan dan kesehatan | Lunch provided;https://id.jobstreet.com/job/93018284?type=standard&ref=search-standalone&origin=cardTitle;0;0;1;0;0;0;0;0;0;0;0;0;
Web & Mobile Developer;ELECTRICAL DESIGN ENGINEER;PT SHINSUNG ENC INDONESIA;South Jakarta;Rp 9.000.000 – Rp 10.000.000 per month;Lihat detail pada link.;https://id.jobstreet.com/job/92636326?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;9500000.0
Web & Mobile Developer;Senior Systems Engineer (Mobile Device Management);PT Solusi Transportasi Indonesia;Jakarta;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/93004972?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Web & Mobile Developer;Hospital Project CSA Design Engineer;PT Ellipse Projects Indonesia;Jakarta;IDR Disembunyikan;International projects scale | Connect with international partner and being the part of global citizen;https://id.jobstreet.com/job/92634136?type=standard&ref=search-standalone&origin=cardTitle;0;0;1;1;0;0;0;0;0;0;0;0;
Web & Mobile Developer;Project Engineer (New Product Development);PT Garuda Metalindo;North Jakarta;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/92559509?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Web & Mobile Developer;Integration Engineer, Orchestration (Workato);PT Solusi Transportasi Indonesia;Jakarta;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/92942572?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Web & Mobile Developer;PRODUCT DEVELOPER (GARMENT);Trend Studio Bali;Badung;Rp 7.000.000 – Rp 10.000.000 per month;Lihat detail pada link.;https://id.jobstreet.com/job/92570553?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;8500000.0
Web & Mobile Developer;Country Manager - Software Products - South Jakarta (ID: 704879);PT PERSOL RECRUITMENT INDONESIA;South Jakarta;Rp 90.000.000 – Rp 120.000.000 per month;Lihat detail pada link.;https://id.jobstreet.com/job/92796812?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;105000000.0
Web & Mobile Developer;Design Engineer HVAC;Midea Electronics Indonesia;Tangerang;Rp 6.500.000 – Rp 7.500.000 per month;Lihat detail pada link.;https://id.jobstreet.com/job/93084350?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;7000000.0
Web & Mobile Developer;Engineer On Site - Yogyakarta;PT Aplikanusa Lintasarta;Yogyakarta;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/92662650?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Web & Mobile Developer;Programmer Helpdesk;PT Aplikanusa Lintasarta;Jakarta;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/92809394?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Web & Mobile Developer;Engineer On Site - Medan;PT Aplikanusa Lintasarta;Medan;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/92661591?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Web & Mobile Developer;System Administrator (Fullstack Developer);PT LINKIT;Mampang Prapatan;Rp 6.700.000 – Rp 9.000.000 per month;Lihat detail pada link.;https://id.jobstreet.com/job/92778216?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;7850000.0
Web & Mobile Developer;Building Inspector;PT Metropolitan Land Tbk;Manado;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/92705974?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Web & Mobile Developer;Full Stack .NET Developer;PT Kamoro Maxima Integra;South Jakarta;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/92719247?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Web & Mobile Developer;Senior Mine Engineer;PT DMT Exploration Engineering Consulting Indonesia;South Jakarta;Rp 18.000.000 – Rp 25.000.000 per month;Lihat detail pada link.;https://id.jobstreet.com/job/93006332?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;21500000.0
Web & Mobile Developer;Senior IT Network Engineer;PT Good Sale Tech;South Jakarta;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/92668144?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Web & Mobile Developer;Engineer On Site - Banjarmasin;PT Aplikanusa Lintasarta;Banjarbaru;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/92662191?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Web & Mobile Developer;Web Developer .Net;PT Mozaik Bintang Persada;Jakarta;Rp 5.500.000 – Rp 8.250.000 per month;Lihat detail pada link.;https://id.jobstreet.com/job/92985610?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;6875000.0
Web & Mobile Developer;Senior Java Backend Developer (AWS) – Full Remote;ATech Solution;Jakarta;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/92591566?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Web & Mobile Developer;Engineer On Site - Palembang;PT Aplikanusa Lintasarta;Palembang;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/92661937?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Web & Mobile Developer;Engineer On Site - Makassar;PT Aplikanusa Lintasarta;Makassar;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/92662250?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Web & Mobile Developer;Business Development Manager;PT Nawa Data Solutions;West Jakarta;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/92795765?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Web & Mobile Developer;Engineer On Site - Jakarta;PT Aplikanusa Lintasarta;Jakarta;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/92662108?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Web & Mobile Developer;Front End Developer;PT MLP Indonesia Trading;South Jakarta;Rp 8.000.000 – Rp 11.200.000 per month;Lihat detail pada link.;https://id.jobstreet.com/job/93027496?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;9600000.0
Web & Mobile Developer;System Architect;PT. BFI FINANCE INDONESIA, Tbk;Tangerang District;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/92114359?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Web & Mobile Developer;Head/VP of Engineering;PT Amartha Mikro Fintek (Jakarta);Kebayoran Lama;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/88988011?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Web & Mobile Developer;Engineering solar panel;pt mega surya bersama;South Jakarta;Rp 4.999.000 – Rp 5.999.000 per month;Lihat detail pada link.;https://id.jobstreet.com/job/92662163?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;5499000.0
Web & Mobile Developer;NETWORK ENGINEER (ON-SITE);PT. INTERNET PRATAMA INDONESIA TBK;Balikpapan;IDR Disembunyikan;Miscellaneous Allowance;https://id.jobstreet.com/job/93123133?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Web & Mobile Developer;Engineering Supervisor (Dies Maker);Perusahaan Rahasia;Karawang;Rp 8.500.000 – Rp 10.000.000 per month;Perusahaan berskala internasional | Terbuka kesempatan belajar ke Jepang | Terbuka kesempatan menjadi karyawan permanen;https://id.jobstreet.com/job/92573118?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;9250000.0
Web & Mobile Developer;Lead Engineer, AI Agents & Backend Platforms;PT Solusi Transportasi Indonesia;Kebayoran Lama;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/92883773?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Web & Mobile Developer;Site Manager & Civil Engineer;Perusahaan Rahasia;Biak Numfor;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/92975527?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Web & Mobile Developer;Senior Frontend Developer;PT Jaggara Global Workforce;Bandung;Rp 11.000.000 – Rp 14.000.000 per month;Rp 11.000.000 – Rp 14.000.000 gross/month | Senior frontend role for the Appliance.io brand | English-speaking engineering environment;https://id.jobstreet.com/job/93011463?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;1;0;0;12500000.0
Web & Mobile Developer;Critical Facilities Tenant Delivery Manager (Built-to-Suit Data Center, 200MW+);Perusahaan Rahasia;West Java;Rp 45,000,000 – Rp 65,000,000 per month;Lihat detail pada link.;https://id.jobstreet.com/job/92703078?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Web & Mobile Developer;SDET Intern;PT Global Tiket Network;Jakarta;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/92274806?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Web & Mobile Developer;Hospital Project MEP Design Engineer;PT Ellipse Projects Indonesia;Jakarta;IDR Disembunyikan;International projects scale | Connect with international partner and being the part of global citizen;https://id.jobstreet.com/job/92634754?type=standard&ref=search-standalone&origin=cardTitle;0;0;1;1;0;0;0;0;0;0;0;0;
Web & Mobile Developer;Project Engineer (Fresh Graduate);PT Epiterma Mas Indonesia;Cikarang Pusat;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/92940091?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Web & Mobile Developer;Technical Support Engineer;PT Seagull Cooling Tower;North Jakarta;Rp 6.500.000 – Rp 8.500.000 per month;Bonus | Career Path | Good benefit and compensation;https://id.jobstreet.com/job/92868524?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;7500000.0
Web & Mobile Developer;Sales Business Development;PT Intramega Global;Tangerang;Rp 6.000.000 – Rp 9.000.000 per month;Lihat detail pada link.;https://id.jobstreet.com/job/93075818?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;7500000.0
Web & Mobile Developer;Structural Engineer;PT. CIPUTRA RESIDENCE;Bogor;IDR Disembunyikan;Career Growth | Health Insurance | Laptop;https://id.jobstreet.com/job/92577046?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Web & Mobile Developer;Associate, Application Developer, Group Technology;PT Bank DBS Indonesia;Jakarta;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/92814337?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Web & Mobile Developer;IT SOFTWARE DEVELOPMENT;PT Akustika Swara Indonesia;Tangerang;Rp 6.000.000 – Rp 7.000.000 per month;Lihat detail pada link.;https://id.jobstreet.com/job/92621262?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;6500000.0
Web & Mobile Developer;Structural Engineer;ARM Consulting Structural Engineers;Kembangan;Rp 6.500.000 – Rp 8.000.000 per month;Lihat detail pada link.;https://id.jobstreet.com/job/92774824?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;7250000.0
Web & Mobile Developer;Asst. Manager Produksi;PT Koyorad Jaya Indonesia;Bekasi;Rp 11.000.000 – Rp 12.000.000 per month;Lihat detail pada link.;https://id.jobstreet.com/job/92608912?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;11500000.0
Web & Mobile Developer;Kepala Produksi dan Perencanaan;Perusahaan Rahasia;Karawang;Rp 8.000.000 – Rp 10.000.000 per month;Prencanaan | welding | foreman;https://id.jobstreet.com/job/92994478?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;9000000.0
Web & Mobile Developer;Programmer Development Support;PT Aplikanusa Lintasarta;Jakarta;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/92809369?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Web & Mobile Developer;MEP ENGINEER;PT Eticon Rekayasa Teknik;Yogyakarta Special Region;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/92947092?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Web & Mobile Developer;WEB DEVELOPER;PT Tri Mentari Niaga(Bintang Racing Team);Bogor Regency;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/92548984?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Web & Mobile Developer;Lead Commissioning Engineer;PT Suluh Ardhi Engineering;South Jakarta;IDR Disembunyikan;Significant project exposure across Oil & Gas and Petrochemical environments | Strong safety and compliance framework embedded across all project phases | Competitive salary and benefits package;https://id.jobstreet.com/job/92947215?type=standard&ref=search-standalone&origin=cardTitle;0;0;1;0;0;0;0;0;0;0;0;0;
Web & Mobile Developer;Design Engineer;Kawan Lama Group;Bekasi;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/87906684?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Web & Mobile Developer;Engineer On Site - Surabaya;PT Aplikanusa Lintasarta;Surabaya;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/92662704?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Web & Mobile Developer;Lead Repair Engineer;PT Sulzer Indonesia;Purwakarta;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/92716604?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Web & Mobile Developer;WEB DEVELOPER;PT. CLT TOOLBOX INDONESIA;Semarang;Rp 5.500.000 – Rp 6.000.000 per month;Innovative Construction Technology | Career Growth & Impact | Competitive Benefits & Supportive Culture;https://id.jobstreet.com/job/92696778?type=standard&ref=search-standalone&origin=cardTitle;0;0;1;0;0;0;0;0;0;0;0;0;5750000.0
